"Refid","Bibliography"
1260,"Antia, K, Boucsein, J, Deckert, A, Dambach, P, Racaite, J, Surkiene, G, Jaenisch, T, Horstick, O, Winkler, V (2020).  Impacts of international labor migration on the mental health and well-being of left-behind children European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa165.691"
1261,"Hussain, J, Ling, L, Stranges, S, Anderson, K K (2020).  Sleep difficulties and alcohol use behaviors in adolescents and young adults: a systematic review European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa166.1035"
1262,"Lemonjava, N, Antia, K, Lobjanidze, M, Lobjanidze, T (2020).  Mental health status of refugee children European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa166.752"
1263,"Feldman, I, Gebreslassie, M, Sampaio, F, Nystrand, C, Ssegonja, R (2020).  Economic evaluations of public health interventions for mental health: A systematic literature review European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa165.057"
1264,"Zysset, A, Winogradow, D, Passalacqua, S, Crameri, A, A von Wyl, Wieber, F (2020).  Ten recommendations to foster mental health in children - Systematic development of information materials for parents and pediatricians European Journal of Public Health, suppl. 5, 30(),  . 10.1093/eurpub/ckaa165.277"
1265,"Morton, Matthew H, Kugley, Shannon, Epstein, Richard, Farrell, Anne (2020).  Interventions for youth homelessness: A systematic review of effectiveness studies Children and Youth Services Review, 116(),  1. 10.1016/j.childyouth.2020.105096"
1266,"Meyer, Sarah R, Lasater, Molly E, García-Moreno, Claudia (2020).  Violence against older women: A systematic review of qualitative literature PLoS One, 15(9),  . 10.1371/journal.pone.0239560"
1268,"Laia, Mollà Cusí, Günther-Bel, Cristina, Vilaregut Puigdesens Anna, Campreciós Orriols Meritxell, Matalí Costa Josep Lluís (2020).  Instruments for the Assessment of Coparenting: A Systematic Review Journal of Child and Family Studies, 29(9),  2487. 10.1007/s10826-020-01769-3"
1269,"Stänicke Line Indrevoll, Haavind Hanne, Rø Frida Gullestad, Gullestad Siri Erika (2020).  Discovering One’s Own Way: Adolescent Girls’ Different Pathways Into and Out of Self-Harm Journal of Adolescent Research, 35(5),  605. 10.1177/0743558419883360"
1270,"Drissi, Nidal, Ouhbi, Sofia, Mohammed Abdou Janati Idrissi, Fernandez-Luque, Luis, Ghogho, Mounir (2020).  Connected Mental Health: Systematic Mapping Study Journal of Medical Internet Research, 22(8),  . 10.2196/19950"
1272,"Wang, Frances L, Galán, Chardée A, Lemery-Chalfant, Kathryn, Wilson, Melvin N, Shaw, Daniel S (2020).  Evidence for two genetically distinct pathways to co-occurring internalizing and externalizing problems in adolescence characterized by negative affectivity or behavioral inhibition Journal of Abnormal Psychology, 129(6),  633. 10.1037/abn0000525"
1273,"Dougherty, D, LeBlanc, N, Armstrong, P, Wittenberg, R, Cope, E (2020).  Teen Psychological, Social, and Emotional Wellbeing: Moving Upstream with Evidence‐Informed Policies Health Services Research, 55(S1),  26. 10.1111/1475-6773.13360"
1274,"Hughes, Claire, Devine, Rory T, Mesman, Judi, Clancy, Blair (2020).  Parental well-being, couple relationship quality, and children's behavioral problems in the first 2 years of life Development and Psychopathology, 32(3),  935. 10.1017/S0954579419000804"
1275,"Benevides, Teal W, Shore, Stephen M, May-Lynn, Andresen, Caplan, Reid, Cook, Barb, Gassner, Dena L, Erves, Jasmine M, Hazlewood, Taylor M, Caroline, King M, Morgan, Lisa, Murphy, Lauren E, Purkis Yenn, Rankowski Brigid, Rutledge, Sarah M, Welch, Savannah P, Wittig, Karl (2020).  Interventions to address health outcomes among autistic adults: A systematic review Autism, 24(6),  1345. 10.1177/1362361320913664"
1277,"Yousaf, Muhammad, Khurshid, Khalid (2020).  A Study of Effects of Psycho-Social Elements on the Students' Academic Achievement at Secondary Level in Pakistan Journal of Educational Research, 23(2),  92. "
1278,"van IJzendoorn, Marinus H, Marian J Bakermans‐Kranenburg (2020).  Problematic cost–utility analysis of interventions for behavior problems in children and adolescents New Directions for Child and Adolescent Development, 2020(172),  89. 10.1002/cad.20360"
1279,"Dodaj, Arta (2020).  Children witnessing domestic violence Journal of Children's Services, 15(3),  161. 10.1108/JCS-04-2019-0023"
1281,"Ertl, Serwa, Bokor, Brooke, Tuchman, Lisa, Miller, Elizabeth, Kappel, Rachel, Deye, Katherine (2020).  Healthcare needs and utilization patterns of sex‐trafficked youth: Missed opportunities at a children's hospital Child Care, Health and Development, 46(4),  422. 10.1111/cch.12759"
1283,"Lisnyj, Konrad T, Russell, Regan, Papadopoulos, Andrew (2020).  Risk and protective factors for anxiety impacting academic performance in post-secondary students The Canadian Journal of Higher Education, 50(2),  71. "
1284,"Lange, Brittany CL, Bach-Mortensen, Anders Malthe, Condon, Eileen M, Gardner, Frances (2020).  A systematic review of the effectiveness of interventions designed for mothers who experienced child sexual abuse Child Abuse & Neglect, 104(),  1. 10.1016/j.chiabu.2020.104401"
1285,"Zima, Bonnie T (2020).  U.S. Child Behavioral Health Quality Measures: Advancing a National Research Agenda Journal of Abnormal Child Psychology, 48(6),  745. 10.1007/s10802-020-00640-9"
1286,"Luca, Dara Lee, PhD, Margiotta, Caroline, MA, Staatz, Colleen, MPH, Garlow, Eleanor, BA, Christensen, Anna, PhD, Zivin, Kara, PhD MS MA (2020).  Financial Toll of Untreated Perinatal Mood and Anxiety Disorders Among 2017 Births in the United States American Journal of Public Health, 110(6),  888. 10.2105/AJPH.2020.305619"
1287,"Nakamichi, Mikoto, MSN, RN, Madi, Dina, PhD, RN (2020).  Intestinal Microbiota and Child Health: A Review of the Literature Pediatric Nursing, 46(3),  125. "
1289,"Núñez, María Isabel Gómez, Muñoz, María Angeles Cano (2020).  Emotional Intelligence and Personality: Prediction of the Different Levels of Anxiety in Undergraduates Studying a Degree in Pre-School and Elementary Education Electronic Journal of Research in Educational Psychology, 18(50),  101. "
1291,"Healy, Colm, BSc, MSc, Cannon, Mary, MD, PhD (2020).  We Need to Talk About Prevention The American Journal of Psychiatry, 177(4),  285. 10.1176/appi.ajp.2020.20020155"
1293,"Kozato, Aki, BS, Lim, Czer Anthony, MD, Jardine, Logan, MD, Calderon, Yvette, MD, MS, Barnett, Barbara, MD, Steever, John, MD, Pang, John Henry, MD, Ling, Yiwei, MMSc, Eiting, Erick, MD, MPH (2020).  EMERGENCY DEPARTMENT UTILIZATION BY TRANSGENDER AND GENDER NON-BINARY ADOLESCENTS Journal of Adolescent Health, 66(2S),  . "
1294,"Anonymous (2020).  Summary of the clinical practice guideline for multicomponent behavioral treatment of obesity and overweight in children and adolescents The American Psychologist, 75(2),  178. 10.1037/amp0000530"
1296,"Wang, Ji, Hedley, Darren, Bury, Simon M, Barbaro, Josephine (2020).  A systematic review of screening tools for the detection of autism spectrum disorder in mainland China and surrounding regions Autism, 24(2),  285. 10.1177/1362361319871174"
1297,"Datta, Pooja, Cornell, Dewey, Konold, Tim (2020).  Association of Teen Dating Aggression With Risk Behavior and Academic Adjustment Journal of Interpersonal Violence, (),  9. "
1298,"Ologundudu, Olajumoke Marissa (2020).  Risk Stratification for Treatment Decisions in People at Ultra-High Risk for Psychosis: A Cost-Effectiveness Analysis , (),  143. "
1299,"Cruz, Ana Teresa Soares (2020).  Early Intervention: Factors Associated with the Increasing of the Duration of Untreated Psychosis (Dup) - A Systematic Review , (),  37. "
1300,"Hartley, Kimberly A. (2020).  Greenness and Pediatric Health , (),  131. "
1301,"McClelland, Jess (2020).  Symptomatology Prior to the Onset of Eating Disorders : Prodromal Eating Disorders in Adolescents and Young Adults : Systematic Review and Empirical Research Project , (),  . "
1302,"Vusio, Frane (2020).  Reform Models for Children and Young People Mental Health Services in the Uk : Evaluation of the 0-19 Model's Early Intervention Approach , (),  . "
1303,"Waite, Michael (2020).  Mental Health and Wellbeing of Secondary Age Pupils , (),  129. "
1304,"Osborne, Alison Kay (2020).  Intermittent Separation: Exploring the Psycho-Social Impact on Dispersed Military Families , (),  221. "
1305,"Phillips, Nicole Jene, Cromwell, Alexander (2020).  Building Bridges in Police-Youth Relations through Experiential Peacebuilding: How Reduced Threat and Increased Humanization Impact Racialized Structural and Direct Violence in Baltimore Journal of Peace Education, 17(3),  324. 10.1080/17400201.2020.1782181"
1306,"Bharara, Gazal (2020).  Factors Facilitating a Positive Transition to Secondary School: A Systematic Literature Review International Journal of School & Educational Psychology, 8(),  104. 10.1080/21683603.2019.1572552"
1307,"Bondestam, Fredrik, Lundqvist, Maja (2020).  Sexual Harassment in Higher Education -- A Systematic Review European Journal of Higher Education, 10(4),  397. 10.1080/21568235.2020.1729833"
1308,"Baldwin, Sharin (2020).  The New Dad Study (Nest) : a Mixed Methods Feasibility Study to Improve First-Time Fathers' Transition to Fatherhood, Their Mental Health and Wellbeing , (),  . "
1309,"Fainman-Adelman, Nina (2020).  Involuntary Hospitalization and Treatment in First-Episode Psychosis: Characteristics of Patients Involuntarily Hospitalized and/or Treated , (),  112. "
1310,"Sharp, Rose C. (2020).  Comorbidity and Quality of Life of HIV-Positive Adults Living in Supportive Housing , (),  22. "
1311,"Robles, Nancy Elena Cuenca, Bravo, LLiz Maribel Robladillo, La Riva, Mónica Elisa Meneses, Suyo-Vega, JJOSEFINA Amanda (2020).  Salud mental en adolescentes universitarios Latinoaméricanos: Revisión sistemática Archivos Venezolanos de Farmacologia y Terapéutica, 39(6),  689. 10.5281/zenodo.4403731"
1313,"Rosenberg, Maureen (2020).  COVID-19-related Psychological Distress, Acute Depression, and Post-Traumatic Stress Disorder in Frontline Respiratory and Intensive Care Physicians and Nurses Psychosociological Issues in Human Resource Management, 8(2),  67. 10.22381/PIHRM8220207"
1314,"Tucker, James (2020).  A Systematic Review of the Association of Early Life Maternal Depression and Offspring Adhd, and an Empirical Study of Cool and Hot Executive Function, in Relation to Conduct and Inattention/Hyperactivity Problems in Young Children , (),  . "
1315,"von Haaren-Mack, Birte, Schaefer, Alina, Pels, Fabian, Kleinert, Jens (2020).  Stress in Physical Education Teachers: A Systematic Review of Sources, Consequences, and Moderators of Stress Research Quarterly for Exercise and Sport, 91(2),  279. 10.1080/02701367.2019.1662878"
1316,"Harvey, Kathryn, Clark, Jane (2020).  The Impact of Rurality on Anxiety in Secondary School Students: A Systematic Review Educational Review, 72(4),  520. 10.1080/00131911.2018.1520690"
1317,"Jiang, Bo (2020).  INFLUENCE AND APPLICATION OF MUSIC EDUCATION ON MENTAL HEALTH IMPROVEMENT OF COLLEGE STUDENTS Revista Argentina de Clínica Psicológica, 29(2),  1249. 10.24205/03276716.2020.367"
1318,"Andrews, Crystal Hartis (2020).  Improving Suicide Prevention in the Emergency Department , (),  64. "
1320,"Gleeson, Christina (2020).  Assessing Psychosocial Vulnerability in Asylum-Seeking and Refugee Populations , (),  . "
1321,"Krause, Rose Karolin (2020).  What Is a Good Outcome of Treatment for Adolescent Depression? : a Mixed-Methods Exploration of Measurement, Concepts, and Priorities , (),  . "
1322,"Friend, Amanda Jane (2020).  The Long Term Mental Health of Survivors of Childhood and Young Adult Cancers , (),  . "
1323,"Witt, Katrina, Townsend, Ellen, Arensman, Ella, Gunnell, David, Hazell, Philip, Tatiana Taylor Salisbury, Kees Van Heeringen, Hawton, Keith (2020).  Psychosocial Interventions for People Who Self-Harm: Methodological Issues Involved in Trials to Evaluate Effectiveness Archives of Suicide Research, 24(sup2),  S32. 10.1080/13811118.2019.1592043"
1324,"Berenguer, Carmen, Baixauli, Inmaculada, Gómez, Soledad, María de El Puig Andrés, De Stasio, Simona (2020).  Exploring the Impact of Augmented Reality in Children and Adolescents with Autism Spectrum Disorder: A Systematic Review International Journal of Environmental Research and Public Health, 17(17),  6143. 10.3390/ijerph17176143"
1325,"Hunter, Amanda Marie (2020).  Native Spirit: Development, Implementation, and Evaluation of a Culturally-Grounded After-School Program for American Indian Adolescents in an Urban Setting , (),  137. "
1326,"Kafel, Shantelle (2020).  Teaching Peer Conflict Resolution Skills to Secondary School Students to Effectively Decrease Bullying Behaviors: A Systematic Review of the Literature , (),  100. "
1327,"Somar, PMW, Waltz, M M, WH van Brakel (2020).  The impact of leprosy on the mental wellbeing of leprosy-affected persons and their family members – a systematic review Global Mental Health, 7(),  . 10.1017/gmh.2020.3"
1328,"Bitta, Mary A, Kariuki, Symon M, Omar, Anisa, Nasoro, Leonard, Njeri, Monica, Kiambu, Cyprian, Linnet Ongeri, Charles R J C Newton (2020).  Contextualizing and pilot testing the Mental Health Gap Action Programme Intervention Guide (mhGAP-IG) to primary healthcare workers in Kilifi, Kenya Global Mental Health, 7(),  . 10.1017/gmh.2020.6"
1330,"Ramsey, William A, Heidelberg, Rebecca Elyse, Gilbert, Alexandra M, Heneghan, Mallorie B, Badawy, Sherif M, Alberts, Nicole M (2020).  eHealth and mHealth interventions in pediatric cancer: A systematic review of interventions across the cancer continuum Psycho - Oncology, 29(1),  17. 10.1002/pon.5280"
1331,"Lippard, Elizabeth TC, PhD, Nemeroff, Charles B, MD, PhD (2020).  The Devastating Clinical Consequences of Child Abuse and Neglect: Increased Disease Vulnerability and Poor Treatment Response in Mood Disorders The American Journal of Psychiatry, 177(1),  20. 10.1176/appi.ajp.2019.19010020"
1332,"Houghton, David C, PhD, Stein, Dan J, MD, PhD, Cortese, Bernadette M, PhD (2020).  Review: Exteroceptive Sensory Abnormalities in Childhood and Adolescent Anxiety and Obsessive-Compulsive Disorder: A Critical Review Journal of the American Academy of Child and Adolescent Psychiatry, 59(1),  78. 10.1016/j.jaac.2019.06.007"
1333,"Akbari, Valiollah, Asayesh, Hamid, Sharififard, Fatemeh, Qorbani, Mostafa, Elahi, Asghar, Heidarpour, Azam (2020).  Breakfast consumption as a test anxiety predictor among paramedical students Journal of Nursing and Midwifery Sciences, 7(1),  47. 10.4103/JNMS.JNMS_37_19"
1334,"van de Sande, Marion C. E., Fekkes, Minne, Kocken, Paul L., Diekstra, René F. W., Reis, Ria, Gravesteijn, Carolien (2019).  Do Universal Social and Emotional Learning Programs for Secondary School Students Enhance the Competencies They Address? A Systematic Review Psychology in the Schools, 56(10),  1545. 10.1002/pits.22307"
